,Coin Pair,Price Difference,Percent Difference,Price Average,Cheap Exchange,Expensive Exchange,Min,Max
0,ethereum-bitcoin,0.0005157499999999954,0.6207592004091859,0.08308374642857141,cryptopia,bitfinex,0.08293925,0.083455
1,litecoin-ethereum,4.86465011,184.57012582780118,2.6356649475,bittrex,xbtce,0.19800989,5.06266
2,bytecoin-bitcoin,1.5e-07,28.615942259387623,5.241833333333333e-07,cryptopia,poloniex,4.7e-07,6.2e-07
3,ethereum-bitcoin,0.0005157499999999954,0.6198831896427073,0.0832011592857143,cryptopia,bitfinex,0.08293925,0.083455
4,iconomi-bitcoin,7.700000000000003e-05,6.723422833442482,0.00114525,kraken,hitbtc,0.001103,0.00118
5,ethereum-bitcoin,0.001061820000000005,1.2768527791789743,0.08315915642857143,cryptopia,bitfinex,0.08239318,0.083455
6,monero-bitcoin,0.00010129000000000041,0.6528319515769602,0.015515478333333332,cryptopia,kraken,0.01541671,0.015518
7,ethereum classic-bitcoin,3.431000000000007e-05,0.5860257038286569,0.005854692,cryptopia,bittrex,0.00584898,0.00588329
8,iconomi-bitcoin,6.600000000000009e-05,5.742875788557762,0.00114925,kraken,hitbtc,0.001114,0.00118
9,monero-bitcoin,8.520000000000055e-05,0.5501682522568827,0.015486171666666665,cryptopia,kraken,0.0154168,0.015502
