,Coin Pair,Price Difference,Percent Difference,Price Average,Cheap Exchange,Expensive Exchange,Min,Max
19,monero-bitcoin,0.00012718999999999925,0.7847816085050972,0.016207056666666667,cryptopia,kraken,0.01614681,0.016274
20,zcash-bitcoin,0.0004264900000000016,0.5640983519609214,0.07560561,cryptopia,bitfinex,0.07548351,0.07591
21,waves-bitcoin,1.0500000000000093e-05,0.8025825322370721,0.0013082766666666667,bittrex,hitbtc,0.0012859,0.0012964
22,augur-bitcoin,6.265999999999997e-05,0.8038343127631945,0.00779513875,kraken,cryptopia,0.00776,0.00782266
23,zcash-bitcoin,0.0013495799999999891,1.781496019900341,0.07575543166666666,cryptopia,poloniex,0.07477042,0.07612
24,burst-bitcoin,9.999999999999989e-08,2.5062656641603986,3.99e-06,poloniex,bittrex,3.94e-06,4.04e-06
25,bytecoin-bitcoin,1.3000000000000003e-07,24.841555463549795,5.233166666666667e-07,cryptopia,poloniex,4.8e-07,6.1e-07
26,golem-bitcoin,5.699999999999895e-07,0.526518358863819,0.00010825833333333334,cryptopia,bittrex,0.00010801,0.00010858
27,maidsafecoin-bitcoin,2.4299999999999886e-06,1.7730539577531501,0.00013705166666666668,bittrex,cryptopia,0.00013468,0.00013711
28,peercoin-bitcoin,9.940000000000057e-06,1.3536102514869024,0.0007343325,xbtce,bittrex,0.00073,0.00073994
29,siacoin-bitcoin,4.0000000000000464e-08,0.9937888198757879,4.0250000000000004e-06,poloniex,cryptopia,4e-06,4.04e-06
30,steem-bitcoin,7.289999999999966e-06,1.2862057811626955,0.0005667833333333334,poloniex,hitbtc,0.00056271,0.00057
31,vcash-bitcoin,1.0429999999999993e-05,8.754406580493532,0.00011914,poloniex,bittrex,0.00011255,0.00012298
32,vericoin-bitcoin,1.7299999999999987e-06,1.6219256851776604,0.00010666333333333334,poloniex,cryptopia,0.00010595,0.00010768
33,emercoin-bitcoin,1.9800000000000048e-06,0.5205817106236147,0.00038034375000000004,bittrex,cryptopia,0.00037302,0.000375
34,litecoin-ethereum,4.81010445,184.14074143191635,2.61218914,bittrex,xbtce,0.19989555,5.01
35,litecoin-bitcoin,0.00016443999999999834,0.9983592832330475,0.016471024285714286,cryptopia,poloniex,0.01635555,0.01651999
36,peercoin-bitcoin,1.4100000000000072e-05,1.9376149814741432,0.00072769875,cryptopia,poloniex,0.00071897,0.00073307
37,bytecoin-bitcoin,1.4000000000000004e-07,26.60332541567697,5.262499999999999e-07,cryptopia,poloniex,4.8e-07,6.2e-07
38,emercoin-bitcoin,4.429999999999983e-06,1.1697025905743843,0.00037872875,bittrex,cryptopia,0.00037057,0.000375
39,iconomi-bitcoin,1.299999999999999e-05,0.9249377445748836,0.0014055,kraken,hitbtc,0.001366,0.001379
40,ethereum classic-bitcoin,2.9949999999999942e-05,0.514941558001675,0.005816194,cryptopia,bitfinex,0.00579775,0.0058277
41,iconomi-bitcoin,2.3999999999999933e-05,1.7054538994492756,0.00140725,kraken,hitbtc,0.001355,0.001379
42,bitshares-bitcoin,3.79999999999993e-07,0.6110552763818982,6.21875e-05,bittrex,poloniex,6.2e-05,6.238e-05
43,burst-bitcoin,1.999999999999981e-08,0.515132002575655,3.8825000000000005e-06,poloniex,bittrex,3.86e-06,3.88e-06
44,bytecoin-bitcoin,1.4000000000000004e-07,26.581437296288097,5.266833333333334e-07,cryptopia,poloniex,4.8e-07,6.2e-07
45,pinkcoin-bitcoin,5.000000000000037e-08,0.9554140127388604,5.233333333333334e-06,cryptopia,poloniex,5.25e-06,5.3e-06
46,siacoin-bitcoin,4.999999999999952e-08,1.2345679012345563,4.049999999999999e-06,bittrex,poloniex,4.03e-06,4.08e-06
47,steem-bitcoin,2.8900000000000757e-06,0.5085565967181515,0.000568275,poloniex,bittrex,0.0005631,0.00056599
48,vcash-bitcoin,8.229999999999994e-06,6.858190454365529,0.0001200025,poloniex,bittrex,0.00011484,0.00012307
49,vericoin-bitcoin,1.6899999999999923e-06,1.5892171459916862,0.00010634166666666667,bittrex,cryptopia,0.000106,0.00010769
50,viacoin-bitcoin,3.2499999999999977e-06,0.8104384471999346,0.0004010175,bittrex,poloniex,0.00039975,0.000403
