,Coin Pair,Price Difference,Percent Difference,Price Average,Cheap Exchange,Expensive Exchange,Min,Max
29,steem-bitcoin,2.125e-05,3.7377971915217967,0.0005685166666666667,poloniex,hitbtc,0.00055875,0.00058
30,vcash-bitcoin,6.620000000000001e-06,5.632364827498193,0.000117535,poloniex,bittrex,0.00011356,0.00012018
31,vericoin-bitcoin,2.179999999999996e-06,2.0510568901712314,0.00010628666666666666,poloniex,cryptopia,0.00010551,0.00010769
32,litecoin-ethereum,4.86317035,184.40046871455652,2.6372874125,bittrex,xbtce,0.19948965,5.06266
33,namecoin-bitcoin,1.3170000000000065e-05,1.5987278156789513,0.0008237800000000001,xbtce,cryptopia,0.00082,0.00083317
34,bytecoin-bitcoin,1.0949999999999997e-07,21.10504336652746,5.188333333333333e-07,hitbtc,poloniex,4.805e-07,5.9e-07
35,iconomi-bitcoin,2.1999999999999884e-05,1.7123954076668526,0.0012847499999999999,kraken,hitbtc,0.001273,0.001295
36,dash-bitcoin,0.0003570299999999943,0.5023481243698106,0.07107222714285714,cryptopia,bittrex,0.07094267,0.0712997
37,dash-bitcoin,0.0003570299999999943,0.5027206791529577,0.07101955714285714,cryptopia,bittrex,0.07094267,0.0712997
38,iconomi-bitcoin,2.1999999999999884e-05,1.7127286882055184,0.0012845,kraken,hitbtc,0.001273,0.001295
39,augur-bitcoin,6.225999999999975e-05,0.8096080159775966,0.00769014125,cryptopia,poloniex,0.00766922,0.00773148
40,burst-bitcoin,4.000000000000004e-08,1.054713249835202,3.7924999999999997e-06,poloniex,bittrex,3.78e-06,3.82e-06
41,bytecoin-bitcoin,1.1759999999999994e-07,22.504305670727806,5.225666666666667e-07,hitbtc,poloniex,4.824e-07,6e-07
42,augur-bitcoin,6.225999999999975e-05,0.8097620153527645,0.00768867875,cryptopia,poloniex,0.00766922,0.00773148
43,ethereum-bitcoin,0.0023999999999999994,2.9270551631799706,0.08199367166666667,cryptopia,poloniex,0.08,0.0824
44,maidsafecoin-bitcoin,8.700000000000103e-07,0.6473214285714362,0.00013440000000000001,poloniex,cryptopia,0.00013382,0.00013469
45,monero-bitcoin,8.70399999999983e-05,0.5617420975168425,0.015494655000000001,cryptopia,kraken,0.01541396,0.015501
46,pascalcoin-bitcoin,5.425000000000002e-05,25.2601680907038,0.000214765,poloniex,cryptopia,0.00018523,0.00023948
47,pinkcoin-bitcoin,5.999999999999943e-08,1.1760862463247193,5.101666666666666e-06,cryptopia,poloniex,5.09e-06,5.15e-06
48,primecoin-bitcoin,2.209999999999994e-06,1.3971866603445515,0.00015817499999999998,cryptopia,poloniex,0.00015742,0.00015963
49,vcash-bitcoin,8.550000000000005e-06,7.308941699435806,0.00011698,poloniex,bittrex,0.00011163,0.00012018
50,vericoin-bitcoin,1.7899999999999947e-06,1.680198995635232,0.00010653500000000001,bittrex,cryptopia,0.0001059,0.00010769
