,Coin Pair,Price Difference,Percent Difference,Price Average,Cheap Exchange,Expensive Exchange,Min,Max
28,peercoin-bitcoin,6.429999999999977e-06,0.8894468104236772,0.0007229212499999999,cryptopia,poloniex,0.00072119,0.00072762
29,bytecoin-bitcoin,1.113e-07,21.539850982163017,5.167166666666667e-07,hitbtc,poloniex,4.787e-07,5.9e-07
30,dash-bitcoin,0.0006160100000000002,0.8464509591167195,0.07277562785714285,cryptopia,bittrex,0.07242449,0.0730405
31,litecoin-bitcoin,8.241999999999972e-05,0.5076690415641582,0.016234986428571428,cryptopia,bitfinex,0.01618658,0.016269
32,ethereum-bitcoin,0.0007408299999999979,0.8986640720097838,0.08243681071428573,cryptopia,kraken,0.08191017,0.082651
33,dash-bitcoin,0.00043900000000000883,0.6012100952546401,0.07301939928571428,bitfinex,kraken,0.072961,0.0734
34,ethereum-bitcoin,0.00042082999999999704,0.5117256973352856,0.08223741785714286,cryptopia,kraken,0.08191017,0.082331
35,burst-bitcoin,1.700000000000005e-07,4.395604395604408,3.8675e-06,poloniex,bittrex,3.78e-06,3.95e-06
36,bytecoin-bitcoin,1.0939999999999996e-07,21.15917735800399,5.170333333333333e-07,hitbtc,poloniex,4.806e-07,5.9e-07
37,litecoin-tether,0.41474148999999727,0.9307902279709361,44.55799787499999,cryptopia,bittrex,44.37625851,44.791
38,nexium-bitcoin,6.599999999999971e-07,0.9118226090560523,7.238250000000001e-05,bittrex,poloniex,7.203e-05,7.269e-05
39,pascalcoin-bitcoin,1.872000000000001e-05,9.323986103674562,0.0002007725,poloniex,cryptopia,0.0001902,0.00020892
40,peercoin-bitcoin,9.09999999999995e-06,1.259563512798058,0.0007224725,cryptopia,poloniex,0.00071852,0.00072762
41,pinkcoin-bitcoin,5.999999999999943e-08,1.178396072013082,5.091666666666667e-06,cryptopia,poloniex,5.09e-06,5.15e-06
42,siacoin-bitcoin,4.000000000000004e-08,1.0776829815895834,3.7116666666666666e-06,bittrex,poloniex,3.69e-06,3.73e-06
43,steem-bitcoin,5.599999999999919e-06,1.002572074787088,0.0005585633333333334,poloniex,hitbtc,0.0005544,0.00056
44,vcash-bitcoin,8.680000000000005e-06,7.422133863485756,0.0001169475,poloniex,bittrex,0.00011153,0.00012021
45,vericoin-bitcoin,8.199999999999955e-07,0.7668568222201398,0.00010693,poloniex,cryptopia,0.00010686,0.00010768
46,litecoin-ethereum,4.8655932900000005,184.41407299820526,2.6384067174999997,bittrex,xbtce,0.19947671,5.06507
47,bytecoin-bitcoin,1.1729999999999997e-07,22.742107474068565,5.157833333333333e-07,hitbtc,poloniex,4.727e-07,5.9e-07
48,steem-bitcoin,4.269999999999903e-06,0.7640690704124368,0.0005588500000000001,poloniex,hitbtc,0.00055573,0.00056
49,iconomi-bitcoin,4.0000000000000105e-05,3.223207091055609,0.001241,hitbtc,kraken,0.0013,0.00134
